name,processed_text,sentiment_label
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Millennium Downtown New York,millennium downtown new york,Good
Hotel Edison Times Square,hotel edison time squar,Good
The Chelsean New York,chelsean new york,Good
Best Western Plus Hospitality House Suites,best western plu hospit hous suit,Very Good
DoubleTree by Hilton Hotel New York City - Chelsea,doubletre hilton hotel new york citi chelsea,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
The Gregorian New York City,gregorian new york citi,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
TownePlace Suites by Marriott New York Manhattan/Chelsea,towneplac suit marriott new york manhattanchelsea,Very Good
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,fairfield inn suit marriott new york manhattanchelsea,Very Good
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,holiday inn manhattan 6th ave chelsea ihg,Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
Hotel Hayden New York,hotel hayden new york,Good
Renaissance New York Harlem Hotel,renaiss new york harlem hotel,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Fairfield By Marriott New York Manhattan Times Square,fairfield marriott new york manhattan time squar,Very Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
Hilton Garden Inn New York Times Square South,hilton garden inn new york time squar south,Very Good
Wyndham Garden Chinatown,wyndham garden chinatown,Good
The Muse New York,muse new york,Very Good
Holiday Inn Express - Times Square by IHG,holiday inn express time squar ihg,Good
The FIDI Hotel,fidi hotel,Very Good
Pestana CR7 Times Square,pestana cr7 time squar,Excellent
The Shelburne Sonesta New York,shelburn sonesta new york,Very Good
Element Times Square West,element time squar west,Very Good
Grayson Hotel,grayson hotel,Excellent
Sixty LES,sixti le,Good
The Belvedere Hotel,belveder hotel,Very Good
Lex Hotel NYC,lex hotel nyc,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Pod Times Square,pod time squar,Very Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Pod 39,pod 39,Very Good
Eurostars Wall Street,eurostar wall street,Very Good
Pod 51,pod 51,Good
Courtyard New York Downtown Manhattan/Financial District,courtyard new york downtown manhattanfinanci district,Good
Riverside Tower Hotel,riversid tower hotel,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
Home2 Suites By Hilton New York Times Square,home2 suit hilton new york time squar,Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Millennium Downtown New York,millennium downtown new york,Good
Hotel Edison Times Square,hotel edison time squar,Good
The Chelsean New York,chelsean new york,Good
Best Western Plus Hospitality House Suites,best western plu hospit hous suit,Very Good
DoubleTree by Hilton Hotel New York City - Chelsea,doubletre hilton hotel new york citi chelsea,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
The Gregorian New York City,gregorian new york citi,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
TownePlace Suites by Marriott New York Manhattan/Chelsea,towneplac suit marriott new york manhattanchelsea,Very Good
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,fairfield inn suit marriott new york manhattanchelsea,Very Good
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,holiday inn manhattan 6th ave chelsea ihg,Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
Hotel Hayden New York,hotel hayden new york,Good
Renaissance New York Harlem Hotel,renaiss new york harlem hotel,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Fairfield By Marriott New York Manhattan Times Square,fairfield marriott new york manhattan time squar,Very Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
Hilton Garden Inn New York Times Square South,hilton garden inn new york time squar south,Very Good
Wyndham Garden Chinatown,wyndham garden chinatown,Good
The Muse New York,muse new york,Very Good
Holiday Inn Express - Times Square by IHG,holiday inn express time squar ihg,Good
The FIDI Hotel,fidi hotel,Very Good
Pestana CR7 Times Square,pestana cr7 time squar,Excellent
The Shelburne Sonesta New York,shelburn sonesta new york,Very Good
Element Times Square West,element time squar west,Very Good
Grayson Hotel,grayson hotel,Excellent
Sixty LES,sixti le,Good
The Belvedere Hotel,belveder hotel,Very Good
Lex Hotel NYC,lex hotel nyc,Very Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Hyatt Centric Wall Street New York,hyatt centric wall street new york,Very Good
Warwick New York,warwick new york,Very Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
Pod Times Square,pod time squar,Very Good
Courtyard by Marriott Times Square West,courtyard marriott time squar west,Very Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
"The Lexington Hotel, Autograph Collection",lexington hotel autograph collect,Good
Hilton Garden Inn New York Times Square South,hilton garden inn new york time squar south,Very Good
Grayson Hotel,grayson hotel,Excellent
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
The Gregorian New York City,gregorian new york citi,Very Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
The Chelsean New York,chelsean new york,Good
Archer Hotel New York,archer hotel new york,Excellent
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Hyatt Grand Central New York,hyatt grand central new york,Good
Park Hyatt New York,park hyatt new york,Good
Millennium Hilton New York One UN Plaza,millennium hilton new york one un plaza,Good
Four Points by Sheraton Midtown - Times Square,four point sheraton midtown time squar,Very Good
Westgate New York Grand Central,westgat new york grand central,Very Good
Hotel Hayden New York,hotel hayden new york,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Hotel Edison Times Square,hotel edison time squar,Good
414 Hotel,414 hotel,Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
The Shelburne Sonesta New York,shelburn sonesta new york,Very Good
Element Times Square West,element time squar west,Very Good
Park Central,park central,Good
Hilton Garden Inn New York/Midtown Park Avenue,hilton garden inn new yorkmidtown park avenu,Very Good
45 Times Square Hotel,45 time squar hotel,Very Good
Hotel Elysee by Library Hotel Collection,hotel elyse librari hotel collect,Excellent
Fitzpatrick Grand Central,fitzpatrick grand central,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
MOXY NYC Times Square,moxi nyc time squar,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
InterContinental New York Times Square by IHG,intercontinent new york time squar ihg,Very Good
"The Bernic Hotel New York City,Tapestry Collection by Hilton",bernic hotel new york citytapestri collect hilton,Very Good
Eurostars Wall Street,eurostar wall street,Very Good
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
"Dream Midtown, by Hyatt",dream midtown hyatt,Good
Hilton Garden Inn West 35th Street,hilton garden inn west 35th street,Very Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Hyatt Centric Wall Street New York,hyatt centric wall street new york,Very Good
Warwick New York,warwick new york,Very Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
Pod Times Square,pod time squar,Very Good
Courtyard by Marriott Times Square West,courtyard marriott time squar west,Very Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
"The Lexington Hotel, Autograph Collection",lexington hotel autograph collect,Good
Hilton Garden Inn New York Times Square South,hilton garden inn new york time squar south,Very Good
Grayson Hotel,grayson hotel,Excellent
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
The Gregorian New York City,gregorian new york citi,Very Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
The Chelsean New York,chelsean new york,Good
Archer Hotel New York,archer hotel new york,Excellent
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Hyatt Grand Central New York,hyatt grand central new york,Good
Park Hyatt New York,park hyatt new york,Good
Millennium Hilton New York One UN Plaza,millennium hilton new york one un plaza,Good
Four Points by Sheraton Midtown - Times Square,four point sheraton midtown time squar,Very Good
Westgate New York Grand Central,westgat new york grand central,Very Good
Hotel Hayden New York,hotel hayden new york,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Hotel Edison Times Square,hotel edison time squar,Good
414 Hotel,414 hotel,Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
The Shelburne Sonesta New York,shelburn sonesta new york,Very Good
Element Times Square West,element time squar west,Very Good
Park Central,park central,Good
Hilton Garden Inn New York/Midtown Park Avenue,hilton garden inn new yorkmidtown park avenu,Very Good
45 Times Square Hotel,45 time squar hotel,Very Good
Hotel Elysee by Library Hotel Collection,hotel elyse librari hotel collect,Excellent
Fitzpatrick Grand Central,fitzpatrick grand central,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
MOXY NYC Times Square,moxi nyc time squar,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
InterContinental New York Times Square by IHG,intercontinent new york time squar ihg,Very Good
"The Bernic Hotel New York City,Tapestry Collection by Hilton",bernic hotel new york citytapestri collect hilton,Very Good
Eurostars Wall Street,eurostar wall street,Very Good
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
"Dream Midtown, by Hyatt",dream midtown hyatt,Good
Hilton Garden Inn West 35th Street,hilton garden inn west 35th street,Very Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
Hyatt Centric Wall Street New York,hyatt centric wall street new york,Very Good
Warwick New York,warwick new york,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
Courtyard by Marriott Times Square West,courtyard marriott time squar west,Very Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Element Times Square West,element time squar west,Very Good
Riverside Tower Hotel,riversid tower hotel,Very Good
"The Lexington Hotel, Autograph Collection",lexington hotel autograph collect,Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
Grayson Hotel,grayson hotel,Excellent
The Gregorian New York City,gregorian new york citi,Very Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Westgate New York Grand Central,westgat new york grand central,Very Good
Hilton Garden Inn West 35th Street,hilton garden inn west 35th street,Very Good
Archer Hotel New York,archer hotel new york,Excellent
Eurostars Wall Street,eurostar wall street,Very Good
Pod Times Square,pod time squar,Very Good
Courtyard by Marriott New York Manhattan / Soho,courtyard marriott new york manhattan soho,Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
Millennium Hilton New York One UN Plaza,millennium hilton new york one un plaza,Good
The Shelburne Sonesta New York,shelburn sonesta new york,Very Good
Hyatt Grand Central New York,hyatt grand central new york,Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
Hilton Garden Inn New York Times Square South,hilton garden inn new york time squar south,Very Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
Hotel Edison Times Square,hotel edison time squar,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Park Central,park central,Good
Hilton Garden Inn New York/Midtown Park Avenue,hilton garden inn new yorkmidtown park avenu,Very Good
Hampton Inn Manhattan-35th St Empire State Bldg,hampton inn manhattan35th st empir state bldg,Very Good
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
"Thompson Central Park New York, by Hyatt",thompson central park new york hyatt,Very Good
Four Points by Sheraton Midtown - Times Square,four point sheraton midtown time squar,Very Good
Fitzpatrick Grand Central,fitzpatrick grand central,Very Good
voco Times Square South New York by IHG,voco time squar south new york ihg,Very Good
"Club Quarters Hotel Grand Central, New York",club quarter hotel grand central new york,Very Good
The Muse New York,muse new york,Very Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Hotel Hayden New York,hotel hayden new york,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
Hyatt Centric Wall Street New York,hyatt centric wall street new york,Very Good
Warwick New York,warwick new york,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
Courtyard by Marriott Times Square West,courtyard marriott time squar west,Very Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Element Times Square West,element time squar west,Very Good
Riverside Tower Hotel,riversid tower hotel,Very Good
"The Lexington Hotel, Autograph Collection",lexington hotel autograph collect,Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
Grayson Hotel,grayson hotel,Excellent
The Gregorian New York City,gregorian new york citi,Very Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Westgate New York Grand Central,westgat new york grand central,Very Good
Hilton Garden Inn West 35th Street,hilton garden inn west 35th street,Very Good
Archer Hotel New York,archer hotel new york,Excellent
Eurostars Wall Street,eurostar wall street,Very Good
Pod Times Square,pod time squar,Very Good
Courtyard by Marriott New York Manhattan / Soho,courtyard marriott new york manhattan soho,Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
Millennium Hilton New York One UN Plaza,millennium hilton new york one un plaza,Good
The Shelburne Sonesta New York,shelburn sonesta new york,Very Good
Hyatt Grand Central New York,hyatt grand central new york,Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
Hilton Garden Inn New York Times Square South,hilton garden inn new york time squar south,Very Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
Hotel Edison Times Square,hotel edison time squar,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Park Central,park central,Good
Hilton Garden Inn New York/Midtown Park Avenue,hilton garden inn new yorkmidtown park avenu,Very Good
Hampton Inn Manhattan-35th St Empire State Bldg,hampton inn manhattan35th st empir state bldg,Very Good
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
"Thompson Central Park New York, by Hyatt",thompson central park new york hyatt,Very Good
Four Points by Sheraton Midtown - Times Square,four point sheraton midtown time squar,Very Good
Fitzpatrick Grand Central,fitzpatrick grand central,Very Good
voco Times Square South New York by IHG,voco time squar south new york ihg,Very Good
"Club Quarters Hotel Grand Central, New York",club quarter hotel grand central new york,Very Good
The Muse New York,muse new york,Very Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Hotel Hayden New York,hotel hayden new york,Good
Sixty LES,sixti le,Good
45 Times Square Hotel,45 time squar hotel,Very Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
Pod Times Square,pod time squar,Very Good
The Shelburne Sonesta New York,shelburn sonesta new york,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
Eurostars Wall Street,eurostar wall street,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
Riverside Tower Hotel,riversid tower hotel,Very Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Home2 Suites By Hilton New York Times Square,home2 suit hilton new york time squar,Good
Grayson Hotel,grayson hotel,Excellent
Millennium Downtown New York,millennium downtown new york,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Courtyard by Marriott Times Square West,courtyard marriott time squar west,Very Good
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,fairfield inn suit marriott new york manhattantim squar south,Very Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
Riu Plaza New York Times Square,riu plaza new york time squar,Excellent
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Courtyard New York Downtown Manhattan/Financial District,courtyard new york downtown manhattanfinanci district,Good
Warwick New York,warwick new york,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
Hilton Garden Inn New York Times Square South,hilton garden inn new york time squar south,Very Good
Hotel Hayden New York,hotel hayden new york,Good
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
Fairfield By Marriott New York Manhattan Times Square,fairfield marriott new york manhattan time squar,Very Good
The Muse New York,muse new york,Very Good
Element Times Square West,element time squar west,Very Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,holiday inn manhattan 6th ave chelsea ihg,Good
Hotel Edison Times Square,hotel edison time squar,Good
The Fifty Sonesta Hotel New York,fifti sonesta hotel new york,Very Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
SpringHill Suites by Marriott New York Manhattan/Times Square South,springhil suit marriott new york manhattantim squar south,Very Good
Archer Hotel New York,archer hotel new york,Excellent
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
The Chelsean New York,chelsean new york,Good
DoubleTree by Hilton Hotel New York City - Chelsea,doubletre hilton hotel new york citi chelsea,Good
voco Times Square South New York by IHG,voco time squar south new york ihg,Very Good
The FIDI Hotel,fidi hotel,Very Good
The Gregorian New York City,gregorian new york citi,Very Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
Pod Times Square,pod time squar,Very Good
The Shelburne Sonesta New York,shelburn sonesta new york,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
Eurostars Wall Street,eurostar wall street,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
Riverside Tower Hotel,riversid tower hotel,Very Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Home2 Suites By Hilton New York Times Square,home2 suit hilton new york time squar,Good
Grayson Hotel,grayson hotel,Excellent
Millennium Downtown New York,millennium downtown new york,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Courtyard by Marriott Times Square West,courtyard marriott time squar west,Very Good
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,fairfield inn suit marriott new york manhattantim squar south,Very Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
Riu Plaza New York Times Square,riu plaza new york time squar,Excellent
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Courtyard New York Downtown Manhattan/Financial District,courtyard new york downtown manhattanfinanci district,Good
Warwick New York,warwick new york,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
Hilton Garden Inn New York Times Square South,hilton garden inn new york time squar south,Very Good
Hotel Hayden New York,hotel hayden new york,Good
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
Fairfield By Marriott New York Manhattan Times Square,fairfield marriott new york manhattan time squar,Very Good
The Muse New York,muse new york,Very Good
Element Times Square West,element time squar west,Very Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,holiday inn manhattan 6th ave chelsea ihg,Good
Hotel Edison Times Square,hotel edison time squar,Good
The Fifty Sonesta Hotel New York,fifti sonesta hotel new york,Very Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
SpringHill Suites by Marriott New York Manhattan/Times Square South,springhil suit marriott new york manhattantim squar south,Very Good
Archer Hotel New York,archer hotel new york,Excellent
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
The Chelsean New York,chelsean new york,Good
DoubleTree by Hilton Hotel New York City - Chelsea,doubletre hilton hotel new york citi chelsea,Good
voco Times Square South New York by IHG,voco time squar south new york ihg,Very Good
The FIDI Hotel,fidi hotel,Very Good
The Gregorian New York City,gregorian new york citi,Very Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Pod Times Square,pod time squar,Very Good
The Muse New York,muse new york,Very Good
Pod 39,pod 39,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Riverside Tower Hotel,riversid tower hotel,Very Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
Pod 51,pod 51,Good
Hotel Stanford,hotel stanford,Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
Courtyard New York Downtown Manhattan/Financial District,courtyard new york downtown manhattanfinanci district,Good
Hotel Edison Times Square,hotel edison time squar,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
The FIDI Hotel,fidi hotel,Very Good
Hotel Hayden New York,hotel hayden new york,Good
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
The Chelsean New York,chelsean new york,Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
TownePlace Suites by Marriott New York Manhattan/Chelsea,towneplac suit marriott new york manhattanchelsea,Very Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Warwick New York,warwick new york,Very Good
The Belvedere Hotel,belveder hotel,Very Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
Wyndham Garden Chinatown,wyndham garden chinatown,Good
Eurostars Wall Street,eurostar wall street,Very Good
The Shelburne Sonesta New York,shelburn sonesta new york,Very Good
Renaissance New York Harlem Hotel,renaiss new york harlem hotel,Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Home2 Suites By Hilton New York Times Square,home2 suit hilton new york time squar,Good
The Gregorian New York City,gregorian new york citi,Very Good
Millennium Downtown New York,millennium downtown new york,Good
Grayson Hotel,grayson hotel,Excellent
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,holiday inn manhattan 6th ave chelsea ihg,Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,fairfield inn suit marriott new york manhattanchelsea,Very Good
Element Times Square West,element time squar west,Very Good
voco Times Square South New York by IHG,voco time squar south new york ihg,Very Good
SpringHill Suites by Marriott New York Manhattan Chelsea,springhil suit marriott new york manhattan chelsea,Very Good
Archer Hotel New York,archer hotel new york,Excellent
Westgate New York Grand Central,westgat new york grand central,Very Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Pod Times Square,pod time squar,Very Good
The Muse New York,muse new york,Very Good
Pod 39,pod 39,Very Good
