name,price,address,distance,rating,review_count,numeric_review_count,numeric_score,stars,room_type,snapshot_date,check_in,check_out,ttt,los
Four Points by Sheraton New York Downtown,US$398,"Manhattan, New York",7 km from downtown,"Scored 7.9
7.9
Good
2,059 reviews","2,059 review",2059,7.9,3 stars,"Guest room, 1 Queen",4/10/2025,4/11/2025,4/13/2025,1,2
M Social Hotel Times Square New York,US$519,"Manhattan, New York",0.6 km from downtown,"Scored 8.4
8.4
Very Good
12,015 reviews","12,015 review",12015,8.4,4 stars,Social City View King,4/10/2025,4/11/2025,4/13/2025,1,2
InterContinental New York Barclay Hotel by IHG,US$518,"Midtown East, New York",1.5 km from downtown,"Scored 8.1
8.1
Very Good
1,623 reviews","1,623 review",1623,8.1,5 stars,Classic Room,4/10/2025,4/11/2025,4/13/2025,1,2
Millennium Downtown New York,US$406,"Manhattan, New York",6.8 km from downtown,"Scored 7.2
7.2
Good
5,120 reviews","5,120 review",5120,7.2,4 stars,RENOVATED Deluxe King - City View,4/10/2025,4/11/2025,4/13/2025,1,2
Candlewood Suites NYC -Times Square by IHG,US$349,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.2
8.2
Very Good
2,075 reviews","2,075 review",2075,8.2,3 stars,Studio Suite,4/10/2025,4/11/2025,4/13/2025,1,2
Courtyard by Marriott New York Manhattan/ Fifth Avenue,US$368,"Manhattan, New York",1.8 km from downtown,"Scored 7.8
7.8
Good
1,422 reviews","1,422 review",1422,7.8,4 stars,Queen Room,4/10/2025,4/11/2025,4/13/2025,1,2
Delta Hotels by Marriott New York Times Square,US$438,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 7.9
7.9
Good
3,861 reviews","3,861 review",3861,7.9,4 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Hotel Edison Times Square,US$378,"Manhattan, New York",1 km from downtown,"Scored 7.7
7.7
Good
12,933 reviews","12,933 review",12933,7.7,4 stars,Signature 1 Queen Bed,4/10/2025,4/11/2025,4/13/2025,1,2
Hilton Garden Inn New York/Midtown Park Avenue,US$380,"Manhattan, New York",2.4 km from downtown,"Scored 8.1
8.1
Very Good
2,244 reviews","2,244 review",2244,8.1,3 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Four Points by Sheraton Manhattan SoHo Village,US$358,"SoHo, New York",5 km from downtown,"Scored 8.0
8.0
Very Good
891 reviews",891 review,891,8,3 stars,"Guest Room, 1 King",4/10/2025,4/11/2025,4/13/2025,1,2
Renaissance New York Chelsea Hotel,US$418,"Chelsea, New York",2.8 km from downtown,"Scored 8.2
8.2
Very Good
1,232 reviews","1,232 review",1232,8.2,4 stars,"Guest Room, 1 King",4/10/2025,4/11/2025,4/13/2025,1,2
DoubleTree by Hilton Hotel New York City - Chelsea,US$408,"Chelsea, New York",2.5 km from downtown,"Scored 7.2
7.2
Good
3,873 reviews","3,873 review",3873,7.2,4 stars,King Room - Non-Smoking,4/10/2025,4/11/2025,4/13/2025,1,2
Kimpton Hotel Eventi by IHG,US$500,"Chelsea, New York",2.4 km from downtown,"Scored 8.4
8.4
Very Good
462 reviews",462 review,462,8.4,5 stars,King Room with Accessible Tub - Mobility Access,4/10/2025,4/11/2025,4/13/2025,1,2
Tempo By Hilton New York Times Square,US$473,"Manhattan, New York",1 km from downtown,"Scored 8.6
8.6
Excellent
920 reviews",920 review,920,8.6,4 stars,King Room - Hearing Access,4/10/2025,4/11/2025,4/13/2025,1,2
Citadines Connect Fifth Avenue New York,US$389,"Manhattan, New York",1.4 km from downtown,"Scored 7.5
7.5
Good
3,243 reviews","3,243 review",3243,7.5,3 stars,Standard Room,4/10/2025,4/11/2025,4/13/2025,1,2
Courtyard by Marriott New York World Trade Center Area,US$359,"Manhattan, New York",7.2 km from downtown,"Scored 8.4
8.4
Very Good
2,044 reviews","2,044 review",2044,8.4,3 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Hampton Inn Manhattan-35th St Empire State Bldg,US$451,"Manhattan, New York",2 km from downtown,"Scored 8.3
8.3
Very Good
6,519 reviews","6,519 review",6519,8.3,3 stars,King Room - Non-Smoking,4/10/2025,4/11/2025,4/13/2025,1,2
Moxy NYC Chelsea,US$399,"Chelsea, New York",2.5 km from downtown,"Scored 8.3
8.3
Very Good
3,051 reviews","3,051 review",3051,8.3,4 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Doubletree By Hilton New York Times Square West,US$428,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 6.9
6.9
Review score
10,605 reviews","10,605 review",10605,6.9,4 stars,One King Bed Hearing Accessible,4/10/2025,4/11/2025,4/13/2025,1,2
Pod Times Square,US$338,"Hell's Kitchen, New York",1.4 km from downtown,"Scored 8.3
8.3
Very Good
23,035 reviews","23,035 review",23035,8.3,3 stars,Bunk Pod,4/10/2025,4/11/2025,4/13/2025,1,2
Kimpton Theta New York - Times Square by IHG,US$440,"Manhattan, New York",0.9 km from downtown,"Scored 8.2
8.2
Very Good
1,679 reviews","1,679 review",1679,8.2,5 stars,Essential King Room,4/10/2025,4/11/2025,4/13/2025,1,2
AC Hotel by Marriott New York Downtown,US$377,"Manhattan, New York",7.2 km from downtown,"Scored 8.5
8.5
Very Good
1,565 reviews","1,565 review",1565,8.5,4 stars,King Guest Room - One King Bed - Non-Smoking,4/10/2025,4/11/2025,4/13/2025,1,2
Paramount Hotel Times Square,US$340,"Manhattan, New York",1 km from downtown,"Scored 7.0
7.0
Good
236 reviews",236 review,236,7,4 stars,Standard Room - Disability Access,4/10/2025,4/11/2025,4/13/2025,1,2
Hampton Inn Times Square Central,US$428,"Manhattan, New York",1.5 km from downtown,"Scored 8.4
8.4
Very Good
2,829 reviews","2,829 review",2829,8.4,3 stars,King Room with Roll-In Shower - Mobility and Hearing Access/Non-Smoking,4/10/2025,4/11/2025,4/13/2025,1,2
Millennium Hilton New York One UN Plaza,US$426,"Midtown East, New York",2.2 km from downtown,"Scored 7.4
7.4
Good
2,032 reviews","2,032 review",2032,7.4,4 stars,King Room with City View,4/10/2025,4/11/2025,4/13/2025,1,2
Embassy Suites By Hilton New York Manhattan Times Square,US$418,"Manhattan, New York",1.9 km from downtown,"Scored 7.7
7.7
Good
3,721 reviews","3,721 review",3721,7.7,4 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Courtyard New York Manhattan/Midtown West,US$528,"Hudson Yards, New York",2.1 km from downtown,"Scored 8.6
8.6
Excellent
2,032 reviews","2,032 review",2032,8.6,4 stars,Primary King Room - Hearing Accessible,4/10/2025,4/11/2025,4/13/2025,1,2
Westgate New York Grand Central,US$432,"Murray Hill, New York",2.2 km from downtown,"Scored 8.3
8.3
Very Good
81 reviews",81 review,81,8.3,4 stars,Luxe Queen,4/10/2025,4/11/2025,4/13/2025,1,2
Hilton New York Fashion District,US$448,"Chelsea, New York",2.7 km from downtown,"Scored 7.6
7.6
Good
881 reviews",881 review,881,7.6,4 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",US$345,"Midtown East, New York",1.5 km from downtown,"Scored 8.7
8.7
Excellent
1,258 reviews","1,258 review",1258,8.7,3 stars,Queen Room - Non-Smoking,4/10/2025,4/11/2025,4/13/2025,1,2
Fairfield By Marriott New York Manhattan Times Square,US$475,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.3
8.3
Very Good
5,726 reviews","5,726 review",5726,8.3,4 stars,Queen Room Accessible,4/10/2025,4/11/2025,4/13/2025,1,2
Fairfield Inn by Marriott New York Manhattan/Financial District,US$398,"Manhattan, New York",7.2 km from downtown,"Scored 7.9
7.9
Good
3,637 reviews","3,637 review",3637,7.9,3 stars,Queen Room,4/10/2025,4/11/2025,4/13/2025,1,2
Hilton Garden Inn New York Times Square North,US$508,"Manhattan, New York",1.3 km from downtown,"Scored 8.2
8.2
Very Good
2,325 reviews","2,325 review",2325,8.2,3 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Sheraton Tribeca New York Hotel,US$398,"Tribeca, New York",5.6 km from downtown,"Scored 7.9
7.9
Good
3,053 reviews","3,053 review",3053,7.9,4 stars,Standard King Room,4/10/2025,4/11/2025,4/13/2025,1,2
New York Marriott Marquis,US$741,"Manhattan, New York",1.1 km from downtown,"Scored 8.3
8.3
Very Good
3,080 reviews","3,080 review",3080,8.3,5 stars,King Room with Sofa Bed (Upon Request),4/10/2025,4/11/2025,4/13/2025,1,2
Hyatt Centric Midtown 5th Avenue New York,US$391,"Manhattan, New York",1.9 km from downtown,"Scored 8.0
8.0
Very Good
1,223 reviews","1,223 review",1223,8,4 stars,Standard King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Aloft New York Chelsea,US$340,"Chelsea, New York",2.5 km from downtown,"Scored 8.3
8.3
Very Good
234 reviews",234 review,234,8.3,4 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
"The New Yorker, A Wyndham Hotel",US$321,"Hell's Kitchen, New York",2 km from downtown,"Scored 7.7
7.7
Good
15,551 reviews","15,551 review",15551,7.7,4 stars,Standard Queen Room,4/10/2025,4/11/2025,4/13/2025,1,2
Courtyard by Marriott Times Square West,US$412,"Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.4
8.4
Very Good
3,029 reviews","3,029 review",3029,8.4,3 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Warren Street Hotel,"US$2,310","Tribeca, New York",6.3 km from downtown,"Scored 9.1
9.1
Wonderful
18 reviews",18 review,18,9.1,5 stars,Luxury King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Wingate by Wyndham New York Midtown South/5th Ave,US$359,"Manhattan, New York",1.9 km from downtown,"Scored 8.4
8.4
Very Good
2,386 reviews","2,386 review",2386,8.4,3 stars,Queen Room - Non-Smoking,4/10/2025,4/11/2025,4/13/2025,1,2
La Quinta by Wyndham Time Square South,US$358,"Hell's Kitchen, New York",1.7 km from downtown,"Scored 8.5
8.5
Very Good
4,356 reviews","4,356 review",4356,8.5,3 stars,King Room - Non-Smoking,4/10/2025,4/11/2025,4/13/2025,1,2
Sanctuary Hotel New York,US$358,"Manhattan, New York",1.1 km from downtown,"Scored 8.2
8.2
Very Good
1,520 reviews","1,520 review",1520,8.2,4 stars,Cozy Queen,4/10/2025,4/11/2025,4/13/2025,1,2
Element Times Square West,US$412,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.0
8.0
Very Good
7,734 reviews","7,734 review",7734,8,4 stars,"Guest Room, 1 King",4/10/2025,4/11/2025,4/13/2025,1,2
DoubleTree by Hilton New York Times Square South,US$439,"Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.2
8.2
Very Good
6,444 reviews","6,444 review",6444,8.2,4 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
"The Mayfair Hotel Times Square, Ascend Hotel Collection",US$324,"Manhattan, New York",0.8 km from downtown,"Scored 8.5
8.5
Very Good
2,218 reviews","2,218 review",2218,8.5,3 stars,Deluxe Double Room - Non Smoking,4/10/2025,4/11/2025,4/13/2025,1,2
Hyatt Place New York City - Times Square,US$435,"Hell's Kitchen, New York",1.7 km from downtown,"Scored 7.8
7.8
Good
21,638 reviews","21,638 review",21638,7.8,4 stars,Standard King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Four Points by Sheraton Midtown - Times Square,US$430,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.2
8.2
Very Good
3,234 reviews","3,234 review",3234,8.2,4 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Motto by Hilton New York City Chelsea,US$430,"Chelsea, New York",2.8 km from downtown,"Scored 8.6
8.6
Excellent
3,104 reviews","3,104 review",3104,8.6,4 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Motto By Hilton New York City Times Square,US$398,"Manhattan, New York",1 km from downtown,"Scored 8.0
8.0
Very Good
1,248 reviews","1,248 review",1248,8,3 stars,Queen Room,4/10/2025,4/11/2025,4/13/2025,1,2
Four Points by Sheraton New York Downtown,US$398,"Manhattan, New York",7 km from downtown,"Scored 7.9
7.9
Good
2,059 reviews","2,059 review",2059,7.9,3 stars,"Guest room, 1 Queen",4/10/2025,4/11/2025,4/13/2025,1,2
M Social Hotel Times Square New York,US$519,"Manhattan, New York",0.6 km from downtown,"Scored 8.4
8.4
Very Good
12,015 reviews","12,015 review",12015,8.4,4 stars,Social City View King,4/10/2025,4/11/2025,4/13/2025,1,2
InterContinental New York Barclay Hotel by IHG,US$518,"Midtown East, New York",1.5 km from downtown,"Scored 8.1
8.1
Very Good
1,623 reviews","1,623 review",1623,8.1,5 stars,Classic Room,4/10/2025,4/11/2025,4/13/2025,1,2
Millennium Downtown New York,US$406,"Manhattan, New York",6.8 km from downtown,"Scored 7.2
7.2
Good
5,120 reviews","5,120 review",5120,7.2,4 stars,RENOVATED Deluxe King - City View,4/10/2025,4/11/2025,4/13/2025,1,2
Candlewood Suites NYC -Times Square by IHG,US$349,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.2
8.2
Very Good
2,075 reviews","2,075 review",2075,8.2,3 stars,Studio Suite,4/10/2025,4/11/2025,4/13/2025,1,2
Courtyard by Marriott New York Manhattan/ Fifth Avenue,US$368,"Manhattan, New York",1.8 km from downtown,"Scored 7.8
7.8
Good
1,422 reviews","1,422 review",1422,7.8,4 stars,Queen Room,4/10/2025,4/11/2025,4/13/2025,1,2
Delta Hotels by Marriott New York Times Square,US$438,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 7.9
7.9
Good
3,861 reviews","3,861 review",3861,7.9,4 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Hotel Edison Times Square,US$378,"Manhattan, New York",1 km from downtown,"Scored 7.7
7.7
Good
12,933 reviews","12,933 review",12933,7.7,4 stars,Signature 1 Queen Bed,4/10/2025,4/11/2025,4/13/2025,1,2
Hilton Garden Inn New York/Midtown Park Avenue,US$380,"Manhattan, New York",2.4 km from downtown,"Scored 8.1
8.1
Very Good
2,244 reviews","2,244 review",2244,8.1,3 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Four Points by Sheraton Manhattan SoHo Village,US$358,"SoHo, New York",5 km from downtown,"Scored 8.0
8.0
Very Good
891 reviews",891 review,891,8,3 stars,"Guest Room, 1 King",4/10/2025,4/11/2025,4/13/2025,1,2
Renaissance New York Chelsea Hotel,US$418,"Chelsea, New York",2.8 km from downtown,"Scored 8.2
8.2
Very Good
1,232 reviews","1,232 review",1232,8.2,4 stars,"Guest Room, 1 King",4/10/2025,4/11/2025,4/13/2025,1,2
DoubleTree by Hilton Hotel New York City - Chelsea,US$408,"Chelsea, New York",2.5 km from downtown,"Scored 7.2
7.2
Good
3,873 reviews","3,873 review",3873,7.2,4 stars,King Room - Non-Smoking,4/10/2025,4/11/2025,4/13/2025,1,2
Kimpton Hotel Eventi by IHG,US$500,"Chelsea, New York",2.4 km from downtown,"Scored 8.4
8.4
Very Good
462 reviews",462 review,462,8.4,5 stars,King Room with Accessible Tub - Mobility Access,4/10/2025,4/11/2025,4/13/2025,1,2
Tempo By Hilton New York Times Square,US$473,"Manhattan, New York",1 km from downtown,"Scored 8.6
8.6
Excellent
920 reviews",920 review,920,8.6,4 stars,King Room - Hearing Access,4/10/2025,4/11/2025,4/13/2025,1,2
Citadines Connect Fifth Avenue New York,US$389,"Manhattan, New York",1.4 km from downtown,"Scored 7.5
7.5
Good
3,243 reviews","3,243 review",3243,7.5,3 stars,Standard Room,4/10/2025,4/11/2025,4/13/2025,1,2
Courtyard by Marriott New York World Trade Center Area,US$359,"Manhattan, New York",7.2 km from downtown,"Scored 8.4
8.4
Very Good
2,044 reviews","2,044 review",2044,8.4,3 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Hampton Inn Manhattan-35th St Empire State Bldg,US$451,"Manhattan, New York",2 km from downtown,"Scored 8.3
8.3
Very Good
6,519 reviews","6,519 review",6519,8.3,3 stars,King Room - Non-Smoking,4/10/2025,4/11/2025,4/13/2025,1,2
Moxy NYC Chelsea,US$399,"Chelsea, New York",2.5 km from downtown,"Scored 8.3
8.3
Very Good
3,051 reviews","3,051 review",3051,8.3,4 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Doubletree By Hilton New York Times Square West,US$428,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 6.9
6.9
Review score
10,605 reviews","10,605 review",10605,6.9,4 stars,One King Bed Hearing Accessible,4/10/2025,4/11/2025,4/13/2025,1,2
Pod Times Square,US$338,"Hell's Kitchen, New York",1.4 km from downtown,"Scored 8.3
8.3
Very Good
23,035 reviews","23,035 review",23035,8.3,3 stars,Bunk Pod,4/10/2025,4/11/2025,4/13/2025,1,2
Kimpton Theta New York - Times Square by IHG,US$440,"Manhattan, New York",0.9 km from downtown,"Scored 8.2
8.2
Very Good
1,679 reviews","1,679 review",1679,8.2,5 stars,Essential King Room,4/10/2025,4/11/2025,4/13/2025,1,2
AC Hotel by Marriott New York Downtown,US$377,"Manhattan, New York",7.2 km from downtown,"Scored 8.5
8.5
Very Good
1,565 reviews","1,565 review",1565,8.5,4 stars,King Guest Room - One King Bed - Non-Smoking,4/10/2025,4/11/2025,4/13/2025,1,2
Paramount Hotel Times Square,US$340,"Manhattan, New York",1 km from downtown,"Scored 7.0
7.0
Good
236 reviews",236 review,236,7,4 stars,Standard Room - Disability Access,4/10/2025,4/11/2025,4/13/2025,1,2
Hampton Inn Times Square Central,US$428,"Manhattan, New York",1.5 km from downtown,"Scored 8.4
8.4
Very Good
2,829 reviews","2,829 review",2829,8.4,3 stars,King Room with Roll-In Shower - Mobility and Hearing Access/Non-Smoking,4/10/2025,4/11/2025,4/13/2025,1,2
Millennium Hilton New York One UN Plaza,US$426,"Midtown East, New York",2.2 km from downtown,"Scored 7.4
7.4
Good
2,032 reviews","2,032 review",2032,7.4,4 stars,King Room with City View,4/10/2025,4/11/2025,4/13/2025,1,2
Embassy Suites By Hilton New York Manhattan Times Square,US$418,"Manhattan, New York",1.9 km from downtown,"Scored 7.7
7.7
Good
3,721 reviews","3,721 review",3721,7.7,4 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Courtyard New York Manhattan/Midtown West,US$528,"Hudson Yards, New York",2.1 km from downtown,"Scored 8.6
8.6
Excellent
2,032 reviews","2,032 review",2032,8.6,4 stars,Primary King Room - Hearing Accessible,4/10/2025,4/11/2025,4/13/2025,1,2
Westgate New York Grand Central,US$432,"Murray Hill, New York",2.2 km from downtown,"Scored 8.3
8.3
Very Good
81 reviews",81 review,81,8.3,4 stars,Luxe Queen,4/10/2025,4/11/2025,4/13/2025,1,2
Hilton New York Fashion District,US$448,"Chelsea, New York",2.7 km from downtown,"Scored 7.6
7.6
Good
881 reviews",881 review,881,7.6,4 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",US$345,"Midtown East, New York",1.5 km from downtown,"Scored 8.7
8.7
Excellent
1,258 reviews","1,258 review",1258,8.7,3 stars,Queen Room - Non-Smoking,4/10/2025,4/11/2025,4/13/2025,1,2
Fairfield By Marriott New York Manhattan Times Square,US$475,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.3
8.3
Very Good
5,726 reviews","5,726 review",5726,8.3,4 stars,Queen Room Accessible,4/10/2025,4/11/2025,4/13/2025,1,2
Fairfield Inn by Marriott New York Manhattan/Financial District,US$398,"Manhattan, New York",7.2 km from downtown,"Scored 7.9
7.9
Good
3,637 reviews","3,637 review",3637,7.9,3 stars,Queen Room,4/10/2025,4/11/2025,4/13/2025,1,2
Hilton Garden Inn New York Times Square North,US$508,"Manhattan, New York",1.3 km from downtown,"Scored 8.2
8.2
Very Good
2,325 reviews","2,325 review",2325,8.2,3 stars,King Room,4/10/2025,4/11/2025,4/13/2025,1,2
Sheraton Tribeca New York Hotel,US$398,"Tribeca, New York",5.6 km from downtown,"Scored 7.9
7.9
Good
3,053 reviews","3,053 review",3053,7.9,4 stars,Standard King Room,4/10/2025,4/11/2025,4/13/2025,1,2
New York Marriott Marquis,US$741,"Manhattan, New York",1.1 km from downtown,"Scored 8.3
8.3
Very Good
3,080 reviews","3,080 review",3080,8.3,5 stars,King Room with Sofa Bed (Upon Request),4/10/2025,4/11/2025,4/13/2025,1,2
Fairfield Inn by Marriott New York Manhattan/Financial District,US$466,"Manhattan, New York",7.2 km from downtown,"Scored 7.9
7.9
Good
3,637 reviews","3,637 review",3637,7.9,3 stars,King Room,4/10/2025,4/11/2025,4/14/2025,1,3
Aloft New York Chelsea,US$474,"Chelsea, New York",2.5 km from downtown,"Scored 8.3
8.3
Very Good
234 reviews",234 review,234,8.3,4 stars,King Room,4/10/2025,4/11/2025,4/14/2025,1,3
Courtyard by Marriott Times Square West,US$573,"Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.4
8.4
Very Good
3,029 reviews","3,029 review",3029,8.4,3 stars,King Room,4/10/2025,4/11/2025,4/14/2025,1,3
Holiday Inn New York City - Times Square by IHG,US$517,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 7.9
7.9
Good
2,054 reviews","2,054 review",2054,7.9,3 stars,Standard Room,4/10/2025,4/11/2025,4/14/2025,1,3
Renaissance New York Chelsea Hotel,US$507,"Chelsea, New York",2.8 km from downtown,"Scored 8.2
8.2
Very Good
1,232 reviews","1,232 review",1232,8.2,4 stars,"Guest Room, 1 King",4/10/2025,4/11/2025,4/14/2025,1,3
Element Times Square West,US$537,"Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.0
8.0
Very Good
7,734 reviews","7,734 review",7734,8,4 stars,"Guest Room, 1 King",4/10/2025,4/11/2025,4/14/2025,1,3
